"sentence1","sentence2","sent_1","sent","id"
"-билиарная атрезия печени [**месяц/год (2) **] в возрасте 4 лет (25 лет назад) -астма хорошо контролируемая -аваскулярный некроз правого бедра по мнению ортопеда может потребоваться ТРУЗИ -постинфекционный гломерулонефрит с/п биопсия почек [**2629-8-4**] показала IgG доминирующий экссудативно-пролиферативный ГН постинфекционный ГН -нефротический синдром (4.1 г протеинурии) гипоальбуминемия -резекция тонкой кишки","у пациента врожденный синдром","neutral","0","1f2b0b1e-66c7-11e7-b1c7-f45c89b91419"
"По энцефалопатия печёночная недостаточность в истории нет записей о наличии инсулинонезависимого СД типа 2 ХСН Повышенный ПСА Панкреатит Положительная реакция Манту Алкогольная кардиомиопатия","Пациент - алкоголик.","neutral","0","1f2b1174-66c7-11e7-9536-f45c89b91419"
"Вчера осмотрели по поводу сердечных заболеваний взяли анализы и обнаружили что гемоглобин 72.","Он устал.","neutral","0","1f2b240c-66c7-11e7-966b-f45c89b91419"
"Отмечена недавняя потеря веса у пациента.","у пациента рак","neutral","0","1f2b29fe-66c7-11e7-8fde-f45c89b91419"
"Он отрицает наличие лихорадки диареи боли в груди кашля симптомов ОРВИ или дизурии.","Пневмонии нет.","neutral","0","1f2b2f6c-66c7-11e7-80ee-f45c89b91419"
"Пациентка продолжает жаловаться на слабость в правой ноге и трудности с подбором слов по её словам симптомы появились недавно в течение двух-трех дней.","У больного сердечно-сосудистая недостаточность.","neutral","0","1f2b3514-66c7-11e7-8856-f45c89b91419"
"Пациент находился в обычном состоянии вплоть до предыдущей недели когда он начал чувствовать усталость и головокружение и обратился к своему лечащему врачу.","Пациент страдает хр. сердечной недостаточностью","neutral","0","1f2b3d66-66c7-11e7-b53c-f45c89b91419"
"Отрицает жар озноб боль в груди диарею.","У пациента нет симптомов инфекции.","neutral","0","1f2b41ee-66c7-11e7-8560-f45c89b91419"
"гипертоня гиперхолестеринемия возможное ТИА в прошлом новый приступ мерц. аритмии","Пациент подвержен риску эмболического инсульта.","neutral","0","1f2b469e-66c7-11e7-9212-f45c89b91419"
"Пренатальный скрининг: [**месяц/день (4)**] I- антитела отрицательные краснуха иммунная RPR-тест нереактивный поверхностный антиген гепатита B отрицательный статус стрептококка группы бета неизвестен.","полный срок беременности","neutral","0","1f2b4d6c-66c7-11e7-83be-f45c89b91419"
"За время обследования у пациента развился острый отёк легких который потребовал лечения морфином и лазиксом.","У нее появилась одышка","neutral","0","1f2b5708-66c7-11e7-bc83-f45c89b91419"
"Зрачки были вялыми 2-3 мм но реагировали ЧСС 100 ЧДД 4 АД не прослушивалось пациент бледный холодный и поникший.","у пациента была передозировка наркотиками","neutral","0","1f2b5d5a-66c7-11e7-95a1-f45c89b91419"
"Поскольку специалисты неонатологи не присутствовала при родах реанимация была начата медсестрами родовспоможения.","Пациент родился преждевременно.","neutral","0","1f2b626e-66c7-11e7-bbc1-f45c89b91419"
"Ему также ввели лазикс 80 мг внутривенно с диурезом 1800 куб. см.","У него застойная сердечная недостаточность","neutral","0","1f2b6782-66c7-11e7-9160-f45c89b91419"
"СД2 инсулинозависимая АГ депрессия АКШ [**3234**] [**Больница1 251**] недавно перенесенная язва 5-й ССП и в анамнезе инфекция метициллинрезистентного золотистого стафилококка с остеосаркомой.","У пациента диабетическая нейропатия.","neutral","0","1f2b6e30-66c7-11e7-afb8-f45c89b91419"
"История ОНМК.","пациент страдает гемиплегией","neutral","0","1f2b7268-66c7-11e7-ad3b-f45c89b91419"
"Ей трудно двигать правой ногой.","Пациент перенес инфаркт левой средней мозговой артерии.","neutral","0","1f2b76e6-66c7-11e7-a3c4-f45c89b91419"
"Пациент сообщает о продолжающейся лихорадке и необычной усталости.","Пациент болен гриппом","neutral","0","1f2b7ce8-66c7-11e7-80fd-f45c89b91419"
"Был переведен в [**больницу3 **] для дальнейшего обследования.","Жалуется на боли в животе","neutral","0","1f2b81b8-66c7-11e7-b808-f45c89b91419"
"Вне больницы неврологических изменений не зафиксировано.","У пациента нормальный неврологический осмотр.","neutral","0","1f2b892e-66c7-11e7-aa29-f45c89b91419"
"Пациент был экстубирован сегодня утром.","пациент находится на назальной канюле","neutral","0","1f2b8dc0-66c7-11e7-b7bf-f45c89b91419"
"Пациентке также потребовалось несколько вазопрессоров для поддержания кровяного давления.","пациент находится в состоянии септического шока","neutral","0","1f2b93d8-66c7-11e7-bee1-f45c89b91419"
"Обычно не использует небулайзер но в последние [**1-25**] дней вынуждена использовать его постоянно. Уменьшился прием пищи и боли в животе (гипогастральные) после еды нет мочевых симптомов усилилась диарея.","У пациента астма","neutral","0","1f2b9cd4-66c7-11e7-884f-f45c89b91419"
"Закончила 6-дневный курс левофлоксацина в настоящее время переходит на стероидную терапию последний день - завтра.","у пациента ХОБЛ и пневмония","neutral","0","1f2ba382-66c7-11e7-a18a-f45c89b91419"
"Сделали кесарево сечение по причине прогрессирования родов.","У пациентки крупный для гестационного возраста ребёнок.","neutral","0","1f2ba936-66c7-11e7-85d1-f45c89b91419"
"Она перестала отвечать бесцельно ходила по дому и снова заснула.","У больного бред.","neutral","0","1f2bae7e-66c7-11e7-9af4-f45c89b91419"
"Печень мускатного ореха общий желчный проток в пределах нормы.","у пациента синдром Будда-Киари","neutral","0","1f2bb4a6-66c7-11e7-b859-f45c89b91419"
"Этот близнец появился на свет с внезапным криком в операционной потребовались обычные процедуры по уходу и процедура вдувания кислорода.","Это было доношенное рождение","neutral","0","1f2bc04c-66c7-11e7-a4a4-f45c89b91419"
"После домашних приступов пациентка была взволнована сбита с толку речь бессвязная совершала нецеленаправленные движения расчитывая на действия со стороны мужа.","Перенес ТИА","neutral","0","1f2bc710-66c7-11e7-a47e-f45c89b91419"
"Провоцирующими факторами являются: простуда ОРВИ умственный стресс кошки пыльца цветы духи возможно физические нагрузки.","У пациента обострение ХОБЛ вызванное множеством факторов.","neutral","0","1f2bd17e-66c7-11e7-9386-f45c89b91419"
"ИСТОРИЯ БОЛЕЗНИ: 80-летний мужчина с давним ишемическим инфарктом и остаточным правосторонним гемипарезом гипертонией и фибрилляцией предсердий (принимает варфарин с МНО 25) поступил с нарастающей правосторонней слабостью на [**3193-2-22**].","В анамнезе гипертония","neutral","0","1f2bd8fa-66c7-11e7-9d11-f45c89b91419"
"ХОБЛ: 1 пачка в день на протяжении 40 лет.","У пациента эмфизема.","neutral","0","1f2be02c-66c7-11e7-af69-f45c89b91419"
"Синдром : На [**6-30**] у нее развилась нарастающая абдоминальная дистензия дискомфорт и периодическая рвота при питании через зонд.","Пациент находится в тяжёлом состоянии.","neutral","0","1f2be70c-66c7-11e7-adea-f45c89b91419"
"Перед операцией ему было назначено шунтирование коронарной артерии.","Перенес ИМпST","neutral","0","1f2bec02-66c7-11e7-ab0c-f45c89b91419"
"[**Известный пациент фамилия 40312**] - 25-летний мужчина с СД терминальная стадия почечной недостаточности недавняе лечение в [**больница 577**] [**12-24**] месяцев назад который был направлен сюда после того как обычные анализы показали гиперкалиемию.","Пациент пропустил несколько сеансов диализа.","neutral","0","1f2bf486-66c7-11e7-a5dc-f45c89b91419"
"Коронарные артерии и заднелатеральные сосуды имели 90% поражений устья.","Пациенту может потребоваться АКШ","neutral","0","1f2bfce4-66c7-11e7-bf35-f45c89b91419"
"На ЭКГ отмечался подъём ST сегмента в нижнем отделе а КТ-перфузия миокарда выявила дефект боковой стенки.","Пациенту выполнено чрескожное вмешательство.","neutral","0","1f2c07dc-66c7-11e7-ac1b-f45c89b91419"
"ИСТОРИЯ: Состояние после ДТП с болью в плече травма плеча.","Перелом","neutral","0","1f2c15ba-66c7-11e7-81ec-f45c89b91419"
"Компьютерная томография на [**3311-12-15**] подтвердила наличие полостного образования размером 6 см в левой верхней доле также был поставлен вопрос о наличии правого подколенного лимфатического узла.","у пациента плоскоклеточный рак","neutral","0","1f2c20b6-66c7-11e7-a6dd-f45c89b91419"
"60-летняя афроамериканка без серьезных заболеваний в прошлом поступившая вечером [**9-6**] с двухдневной лихорадкой вялостью тошнотой диареей и болями в животе.","У него болезнь пищевого происхождения","neutral","0","1f2c31d0-66c7-11e7-b769-f45c89b91419"
"В течение следующих 24 часов у нее появились гнилостные выделения из влагалища и болезненность матки.","Пациентка недавно родила","neutral","0","1f2c409c-66c7-11e7-a8d9-f45c89b91419"
"Coli недавно госпитализированная по поводу инфаркт миокарда без подъема сегмента ST (2/8-9/[**2661**]). До этого была в обычном состоянии здоровья пока не была найдена без сознания утром в доме престарелых ([**Больнице3 2091**]) в 7 утра.","У нее была остановка сердца","neutral","0","1f2c53f6-66c7-11e7-8434-f45c89b91419"
"Лейкоциты 21.7 гематокрит 42.4.","У пациента бактериемия.","neutral","0","1f2c6054-66c7-11e7-ab5a-f45c89b91419"
"Пациент доставлен в другую больницу где на ЭКГ у него была отмечена новая морфология широкой блокады левой ветви пучка.","Пациент имеет в анамнезе ишемическую болезнь сердца","neutral","0","1f2c690c-66c7-11e7-871e-f45c89b91419"
"Через три недели вернулся в больницу [**Больница 8682**] где ему прописали антибиотики.","у пациента целлюлит","neutral","0","1f2c7ffa-66c7-11e7-96af-f45c89b91419"
"#ИМЯ?","пациент пожилой","neutral","0","1f2c8f36-66c7-11e7-b71d-f45c89b91419"
"Нет жалоб на боль в груди.","пациент отрицает одышку","neutral","0","1f2c9cd8-66c7-11e7-8593-f45c89b91419"
"Отмечает улучшение боли в животе по сравнению с тем что было раньше.","Пациенту давали обезболивающие.","neutral","0","1f2ca924-66c7-11e7-bfd4-f45c89b91419"
"По прибытии в отделение жизненно важные показатели: Т - 37.5 АД - 129/74 ЧСС - 112 ЧДД - 16 Сат О2 - 99% при комнатном воздухе.","Лёгочная функция в норме","neutral","0","1f2cb3ee-66c7-11e7-a237-f45c89b91419"
"Первые анализы на сердечные ферменты были отрицательными.","У пациента нет инфаркта миокарда.","neutral","0","1f2cbdbe-66c7-11e7-bdc7-f45c89b91419"
"Слабость в правой руке улучшилась в течение нескольких дней сейчас состояние полностью улучшилось.","Перенёс инсульт.","neutral","0","1f2cc59e-66c7-11e7-9308-f45c89b91419"
"В результате кровотечение практически прекратилось.","Пациент перенёс травму","neutral","0","1f2cca46-66c7-11e7-9cf7-f45c89b91419"
"ХОБЛ Кислородно-дыхательная терапия в домашних условиях 2 литра Легочная артериальная гипертензия астма Стеноз аорты полная замена левого коленного сустава глаукома симптомы нарушения мозгового кровообращения ГЭРБ тревожность грыжа правого бедра после перелома (восстановление)","У пациента напряжение правого предсердия","neutral","0","1f2cd2a2-66c7-11e7-9057-f45c89b91419"
"Гиперлипидемия Фибрилляция предсердий Деменция Депрессия Неспособность развития Частые падения ДГПЖ Недержание мочи/стула","Повышенное артериальное давление","neutral","0","1f2cdae2-66c7-11e7-94df-f45c89b91419"
"История болезни осложнена волчанкой и связанной с ней почечной недостаточностью после двух трансплантаций почек с недавним ухудшением функции почек из-за осложнений трансплантата.","Пациент принимает иммунодепрессанты.","neutral","0","1f2ce5a6-66c7-11e7-870b-f45c89b91419"
"Повторно госпитализирован [**диапазон дат (3) 29336**] по причине боли с правой стороны грудной клетки и гипотонией более сильной чем раньше.","у пациента ИМ","neutral","0","1f2cf192-66c7-11e7-ac88-f45c89b91419"
"Пациент проходил лечение в другой больнице неизвестно было ли его кровотечение из верхних отделов ЖКТ повторным из-за варикозного расширения вен пищевода или язвенной болезни.","У пациента варикоз","neutral","0","1f2cfb92-66c7-11e7-8334-f45c89b91419"
"Лечили небулайзером и перорально преднизолоном она поправилась.","У нее была одышка и кашель","neutral","0","1f2d0592-66c7-11e7-b233-f45c89b91419"
"Статус: после АКШ в [**2568-7-15**].","Пациент страдает заболеванием периферических сосудов","neutral","0","1f2d0bdc-66c7-11e7-a1fc-f45c89b91419"
"Прошла нейрохирургическое обследование признана неврологически здоровой.","Отсутствие в анамнезе нарушений мозгового кровообращения","neutral","0","1f2d112c-66c7-11e7-8342-f45c89b91419"
"Эхо-КГ [**2525-12-10**] выявило фракцию выброса больше или равную 55% с митральной регургитацией 1+ и без нарушений движения стенок.","у пациента гипертония","neutral","0","1f2d1a78-66c7-11e7-9edc-f45c89b91419"
"В это время она говорила нормально.","Перенесла инсульт.","neutral","0","1f2d239c-66c7-11e7-96d2-f45c89b91419"
"Изменений на ЭКГ не было первый набор ферментов отрицательный.","у пациента отрицательные ферменты","neutral","0","1f2d2892-66c7-11e7-9298-f45c89b91419"
"Недавно перенесённый желчнокаменный панкреатит [**1-23**] 12.","У пациента повышенный уровень щёлочной фосфатазы","neutral","0","1f2d2d24-66c7-11e7-868e-f45c89b91419"
"Получала авалокс 400 мг внутривенно.","у пациента пневмония","neutral","0","1f2d317a-66c7-11e7-9472-f45c89b91419"
"Быстро привело к фибрилляцию желудочков была успешно проведена дифибриляция после чего сердечный ритм и кровообращения восстановилось.","Пациенту сделали кардиоверсию","neutral","0","1f2d379c-66c7-11e7-a32e-f45c89b91419"
"Женщина 73 лет с тяжелой атеросклеротической болезнью перенесшая несколько операций по поводу выраженной хромоты первоначально испытывала облегчение симптомов однако теперь у нее обнаружено ещё одно заболевание в левой бедренной артерии и очень маленькая дистальная инфраренальная брюшная аорта с очень ограниченным кровотоком в подвздошных артериях.","У пациента коронарная недостаточность","neutral","0","1f2d3f30-66c7-11e7-92cb-f45c89b91419"
"Вкололи 20 мг внутривенно этомидата 150 мг внутривенно сукцинилхолина.","Пациенту предстоит плановая операция","neutral","0","1f2d451e-66c7-11e7-9dc1-f45c89b91419"
"Занимался в течение примерно трех минут и имел диффузные аномалии ST-T волн которые не диагностировались из-за блокады ветви левого пучка.","Ишемическая болезнь сердца в анамнезе","neutral","0","1f2d4ade-66c7-11e7-8228-f45c89b91419"
"Инсульт случился в 11:30.","У пациента фибрилляция предсердий","neutral","0","1f2d527e-66c7-11e7-9221-f45c89b91419"
"Восприимчив без труда передвигается по территории больницы.","у пациента деменция","neutral","0","1f2d5838-66c7-11e7-a3f2-f45c89b91419"
"Большая аневризма была обнаружена на неконтрастной КТ головы а затем подтверждена на МРА.","У пациента в анамнезе судороги и головная боль","neutral","0","1f2d5d5a-66c7-11e7-bc37-f45c89b91419"
"Также прошел эзофагогастродуоденоскопию [**10-17**] которая показала что в нижней трети пищевода были язвы и дуоденит.","Пациент болен раком пищевода","neutral","0","1f2d633e-66c7-11e7-a39e-f45c89b91419"
"Был признан хорошим кандидатом на пересадку получит почку своей сестры.","У пациента диабет.","neutral","0","1f2d6938-66c7-11e7-9cc5-f45c89b91419"
"С тех пор вплоть до дня приступа других приступов не было.","пациент принимает кеппру","neutral","0","1f2d6e24-66c7-11e7-a0f3-f45c89b91419"
"Было 3 эпизода бескровной безжелчной рвоты.","У него были боли в животе","neutral","0","1f2d7264-66c7-11e7-8f64-f45c89b91419"
"Роды были индуцированы с помощью Питоцина.","У пациентки затянувшаяся беременность.","neutral","0","1f2d76ba-66c7-11e7-9f37-f45c89b91419"
"- Мультиформная глиобластома (IV) процедура удаления ([**3206-7-20**]) и химиолучевая терапия (завершена [**3206-9-28**]). - Сложные парциальные припадки - Мигрень - Гипертония","Неблагоприятный прогноз для пациента","neutral","0","1f2d8166-66c7-11e7-94a6-f45c89b91419"
"ЭКГ с синусовой тахикардией без острой ST/TWI.","пациент гипотоник","neutral","0","1f2d860a-66c7-11e7-acf1-f45c89b91419"
"Явных остаточных симптомов нет.","Перенёс инсульт.","neutral","0","1f2d8aa6-66c7-11e7-9985-f45c89b91419"
"Его согревали сушили и выполняли стимуляцию.","пациент находится в оцепенении","neutral","0","1f2d937a-66c7-11e7-9634-f45c89b91419"
"Светло-коричневый стул с примесями выделения зелёного цвета из G-трубки.","У пациента кровотечение в месте установки G-трубки.","neutral","0","1f2da068-66c7-11e7-8196-f45c89b91419"
"Получил 150 мг амиодарона 1 разряд пульс восстановился в течение 1 минуты после остановки.","У пациента ишемия","neutral","0","1f2daf24-66c7-11e7-9c1a-f45c89b91419"
"Дисфагия гастростомическая трубка сейчас ест мягкую пищу недавнее исследование глотания обнадеживающее.","у пациента была аспирация","neutral","0","1f2dbc8a-66c7-11e7-bccc-f45c89b91419"
"Катетеризация сердца в [**3350-5-12**] проведенная по поводу изолированной утечки тропонина показала фракцию выброса 60% апикальный акинез конечное диастолическое давление левого желудочка 14 правые коронарные артерии показали диффузное заболевание левые коронарные артерии в этой системе показали поражение левой передней нисходящей артерии 80% проксимально 60% в середине левой передней нисходящей артерии и 90% дистально.","Установлены стенты.","neutral","0","1f2dce3a-66c7-11e7-be59-f45c89b91419"
"(исходный уровень 11) МНП [**числовой идентификатор 23983**] и повышенный тропонин .44 (на фоне мерцательной аритмии и ОПН).","У пациента наблюдается ишемия.","neutral","0","1f2dd9c2-66c7-11e7-9c0c-f45c89b91419"
"Хирургические зажимы видны в дистальном отделе сигмовидной кишки.","У пациента в анамнезе боль в животе","neutral","0","1f2ddfe4-66c7-11e7-ae01-f45c89b91419"
"(Уровень лактата 13 афебрильный пациент). .","Пациент здоров","neutral","0","1f2de4a8-66c7-11e7-bb14-f45c89b91419"
"Сначала артериальное давление было 190/110 поэтому его поместили в отделение интенсивной терапии для внутривенного введения лабеталола и выполнения неврологических осмотров.","Жалуется на головную боль","neutral","0","1f2deb9c-66c7-11e7-9b66-f45c89b91419"
"Роженица была госпитализирована с уменьшением схваток начала принимать магний.","У пациентки эклампсия","neutral","0","1f2df100-66c7-11e7-87b4-f45c89b91419"
"Предоперационное обследование не выявило признаков метастазирования гепатомы.","Анамнез: алкоголизм","neutral","0","1f2df676-66c7-11e7-b954-f45c89b91419"
"Отмечено постепенное исчезновение асцита и улучшение кровотока в средней мозговой артерии.","У ребенка застойная сердечная недостаточность.","neutral","0","1f2dfccc-66c7-11e7-a0f1-f45c89b91419"
"Прием сульфата магния был прекращен у матери возникло дальнейшее кровотечение и опасения по поводу прерывания беременности.","У матери недавно была травма брюшной полости","neutral","0","1f2e01e8-66c7-11e7-92f8-f45c89b91419"
"ХСН Кардиомиопатия Фибрилляция предсердий ИБС ИМ [**3441**] ЦВ нарушения [**3471**] Зоб (Доктор [**Фамилия (STitle) 6839**] Анемия (дефицит железа) симптомы Опоясывающего лишая с постгерпетической невралгией Дивертикулез Болезнь Педжета костного хронического синусита [**3460**]","Пациент пожилого возраста.","neutral","0","1f2e0a78-66c7-11e7-b3eb-f45c89b91419"
"Перед поступлением в [**Больницу 4254**] [**12-19**] наблюдался у уролога который отметил наличие фекального материала после проведения пункции Фолея.","Он недавно перенес операцию","neutral","0","1f2e161c-66c7-11e7-95b1-f45c89b91419"
"В итоге у нее обнаружили множество проблем включая выпот в полости перикарда тампонаду сердца небольшой плевральный выпот опухшее колено с выпотом в суставе и боль в суставе.","У нее артрит","neutral","0","1f2e1f40-66c7-11e7-9d1a-f45c89b91419"
"Один эпизод тошноты/рвоты (без крови) в день приёма пищи.","Она жалуется на слабость","neutral","0","1f2e2470-66c7-11e7-bb0a-f45c89b91419"
"ИСТОРИЯ БОЛЕЗНИ: Состояние ишемической болезни сердца после ИМ [**09**] лет назад состояние после ангиопластики.","В анамнезе гиперлипидемия","neutral","0","1f2e2986-66c7-11e7-8cb4-f45c89b91419"
"ЭКГ показала депрессию ST в V4-V6 но старая ЭКГ считанная от [**4-15**] показывал то же самое (упомянутую ЭКГ получить не удалось).","У пациента инфаркт миокарда.","neutral","0","1f2e3110-66c7-11e7-b73d-f45c89b91419"
"Живот мягкий безболезненный без вздутия.","У пациента боль в левом нижнем квадранте живота","neutral","0","1f2e3608-66c7-11e7-ba43-f45c89b91419"
"В настоящее время пневмония пациента значительно улучшилась но всё ещё требуется длительное лечение дыхательных путей.","Пациент испытывает трудности с дыханием","neutral","0","1f2e3ae8-66c7-11e7-a40f-f45c89b91419"
"Имеется 100% окклюзия левой общей сонной артерии и более 90% окклюзия правой внутренней сонной артерии.","у пациента в анамнезе был инсульт","neutral","0","1f2e4148-66c7-11e7-99d7-f45c89b91419"
"МР-ангиография перед выпиской показала увеличение ........ одно- и ректорных спинальных мышц в области Т3-4 прилегающих к фасеткам и передней части правой поясничной мышцы.","у пациента боль в спине","neutral","0","1f2e4a68-66c7-11e7-acd5-f45c89b91419"
"После устранения застойной сердечной недостаточности пациента перевели в [**Больницу1 47**] для дальнейшего лечения.","На рентгене у пациента отёк","neutral","0","1f2e50a2-66c7-11e7-80d5-f45c89b91419"
"У пациента наблюдается усиление одышки сопряжённой с болью что не характерно для обострения ХОБЛ.","У пациента наблюдается подъем ST сегмента","neutral","0","1f2e55d2-66c7-11e7-a249-f45c89b91419"
"Болезнь Альцгеймера Мини-инсульты","пациент живет в доме престарелых","neutral","0","1f2e5a1e-66c7-11e7-a8f0-f45c89b91419"
"Ребенку были сделаны эхокардиограммы [**3-26**] и [**3-28**] которые не показали открытого артериального протока или открытого овального отверстия с хорошей функцией желудочков.","У малыша нет врожденных дефектов","neutral","0","1f2e6180-66c7-11e7-aacd-f45c89b91419"
"(2) Лобулярное хроническое воспаление с некрозом и гепатоцеллюлярной желчнокаменной болезнью.","У пациента цирроз печени.","neutral","0","1f2e66b4-66c7-11e7-9e0c-f45c89b91419"
"В [**больнице1 18**] её жизненные показатели: температура 36.2 ЧСС 90 давление 99/49 частота дыхания 24 95% маска без ребризера.","у пациента одышка","neutral","0","1f2e6fde-66c7-11e7-97c6-f45c89b91419"
"Акушерский анамнез: G5 P1-0-4-1.","пациентка делала выборочные аборты","neutral","0","1f2e75c8-66c7-11e7-a297-f45c89b91419"
"Проведено несколько консультаций.","Пациент страдает множественными заболеваниями","neutral","0","1f2e7f30-66c7-11e7-8193-f45c89b91419"
"Гематокрит стабилизировался кровотечение в основном прекратилось.","У пациента нарушение свертываемости крови.","neutral","0","1f2e846e-66c7-11e7-b31a-f45c89b91419"
"Сразу после процедуры у пациента произошло снижение насыщения кислородом до 66% которое затем увеличилось до 90% с помощью маски без дыхательного аппарата.","У больного ХОБЛ.","neutral","0","1f2e8a3e-66c7-11e7-a973-f45c89b91419"
"Селективная катетеризация левой внутренней сонной артерии.","Исследование всегда показывает есть ли ишемическая болезнь сердца.","neutral","0","1f2e90b0-66c7-11e7-a1d8-f45c89b91419"
"мужчина 79 лет из [**страна**] сообщивщий о гипертонии СД гиперлипидемией аневризме Т-Ао с умеренным АР продуктивном кашле и одышке.","У пациента положительный социальный анамнез","neutral","0","1f2e96f0-66c7-11e7-9f0e-f45c89b91419"
"Фибрилляция предсердий неизвестно хроническая или приступообразная.","Пациент антикоагулирован.","neutral","0","1f2e9bdc-66c7-11e7-b917-f45c89b91419"
"Во время повторной госпитализации сообщил о периодической резкой боли в левой руке затуманенном зрении в правом глазу и случае падения у себя дома.","У пациента стенокардия.","neutral","0","1f2ea280-66c7-11e7-afdb-f45c89b91419"
"Анализы показали лейкоциты 168 К со сдвигом влево 92P 2B остальные химические показатели ФПП ЭКГ в норме.","У пациента нет цирроза","neutral","0","1f2ea87a-66c7-11e7-9965-f45c89b91419"
"Домаша на кислороде 3 л показатели исследования лёгочной функции [**2949**] с рестриктивным паттерном лёгочная гипертония.","Курит.","neutral","0","1f2eae36-66c7-11e7-866a-f45c89b91419"
"Боль в груди повторилась в день госпитализации во время прогулки от пригородный автобус до [**Госпиталь6 1900**].","В анамнезе ишемическая болезнь сердца","neutral","0","1f2eb8d8-66c7-11e7-aeb5-f45c89b91419"
"Прошел катетеризацию сердца которая выявила заболевание одного сосуда ПМЖВ с 60% ИБС и стент diag с 95% ИБС.","В анамнезе гиперлипидемия","neutral","0","1f2ebe3a-66c7-11e7-abcf-f45c89b91419"
"ВГС диагностирован в возрасте 20 лет цирроз печени ортотропная трансплантация печени [**3116-1-25**] с историей рецидивирующего ВГС 2.","У него желтуха","neutral","0","1f2ec5f8-66c7-11e7-b37c-f45c89b91419"
